DATE,DESCRIPTION,ORIGINAL_DESCRIPTION,AMOUNT,TRANSACTION_TYPE,CATEGORY,ACCOUNT_NAME,LABELS,NOTES
10/30/2019,m,l,1378.0,debit,Food & Dining,e,,
10/30/2019,t,x,1190.0,credit,Transfer,b,,
10/29/2019,e,g,4070.0,credit,Transfer,a,,
10/29/2019,e,m,1575.0,debit,Gas & Fuel,e,,
10/29/2019,a,x,3189.0,debit,Transfer,d,,
10/28/2019,v,m,5163.0,debit,Shopping,e,,
10/28/2019,t,d,141.0,debit,Music,a,,
10/28/2019,h,k,2219.0,debit,Credit Card Payment,c,,
10/25/2019,a,d,5063.0,debit,Credit Card Payment,f,,
10/25/2019,t,f,242.0,credit,Paycheck,d,,
10/24/2019,p,u,3348.0,debit,Credit Card Payment,a,,
10/23/2019,u,n,2731.0,credit,Credit Card Payment,a,,
10/21/2019,k,s,1415.0,debit,Shopping,b,,
10/21/2019,j,b,589.0,debit,Shopping,b,,
10/21/2019,w,w,1048.0,debit,Clothing,c,,
10/21/2019,m,e,2808.0,debit,Credit Card Payment,a,,
10/21/2019,l,g,5150.0,credit,Income,f,,
10/19/2019,e,q,275.0,debit,Groceries,d,,
10/18/2019,b,j,387.0,credit,Shopping,f,,
10/18/2019,s,i,1633.0,credit,Shopping,e,,
10/18/2019,i,g,3298.0,credit,Interest Income,e,,
10/18/2019,d,t,631.0,credit,Credit Card Payment,b,,
10/18/2019,a,w,3744.0,credit,Credit Card Payment,a,,
10/17/2019,t,m,3878.0,debit,Shopping,c,,
10/17/2019,k,f,3717.0,credit,Interest Income,e,,
10/16/2019,d,a,1246.0,credit,Interest Income,f,,
10/16/2019,o,n,1452.0,debit,Food & Dining,c,,
10/15/2019,s,o,3111.0,credit,Paycheck,d,,
10/15/2019,r,r,1916.0,credit,Paycheck,e,,
10/15/2019,w,x,3360.0,credit,Paycheck,e,,
10/15/2019,y,w,3516.0,debit,Credit Card Payment,a,,
10/15/2019,c,a,2349.0,debit,Food & Dining,e,,
10/15/2019,d,r,5266.0,debit,Hide from Budgets & Trends,d,,
10/14/2019,q,t,1872.0,debit,Movies & DVDs,f,,
10/14/2019,g,c,3383.0,debit,Restaurants,f,,
10/12/2019,h,d,3260.0,credit,Paycheck,d,,
10/11/2019,o,r,3348.0,debit,Shopping,c,,
10/11/2019,s,t,1364.0,debit,Shopping,e,,
10/11/2019,k,l,3209.0,debit,Groceries,d,,
10/11/2019,p,m,905.0,debit,Groceries,b,,
10/10/2019,c,n,3782.0,debit,Groceries,b,,
10/09/2019,t,h,2692.0,debit,Transfer,f,,
10/09/2019,j,p,1207.0,debit,Gas & Fuel,d,,
10/07/2019,y,t,584.0,debit,Auto Insurance,e,,
10/07/2019,b,k,2598.0,debit,Hide from Budgets & Trends,b,,
10/07/2019,m,n,5782.0,debit,Fast Food,c,,
10/07/2019,o,x,3822.0,debit,Credit Card Payment,e,,
10/07/2019,f,g,503.0,debit,Utilities,c,,
10/07/2019,l,o,1263.0,debit,Utilities,b,,
10/07/2019,i,i,310.0,debit,Utilities,a,,
10/07/2019,d,o,468.0,debit,Groceries,b,,
10/07/2019,n,d,2194.0,debit,Utilities,f,,
10/06/2019,u,v,3135.0,debit,Groceries,e,,
10/06/2019,n,u,1489.0,debit,Rental Car & Taxi,c,,
10/06/2019,g,d,1479.0,debit,Rental Car & Taxi,d,,
10/06/2019,a,b,476.0,debit,Utilities,f,,
10/05/2019,t,x,2200.0,debit,Gas & Fuel,f,,
10/04/2019,s,d,1837.0,debit,Auto Payment,b,,
10/04/2019,f,c,3578.0,debit,Hide from Budgets & Trends,c,,
10/04/2019,i,m,1417.0,debit,Rental Car & Taxi,a,,
10/04/2019,e,x,58.0,debit,Rental Car & Taxi,c,,
10/04/2019,b,h,3781.0,credit,Credit Card Payment,b,,
10/03/2019,b,g,4234.0,debit,Mortgage & Rent,a,,
10/03/2019,m,g,4829.0,debit,Hide from Budgets & Trends,f,,
10/03/2019,u,e,2386.0,credit,Reimbursement,b,,
10/03/2019,f,q,95.0,credit,Reimbursement,c,,
10/03/2019,a,a,587.0,debit,Television,a,,
10/01/2019,l,e,597.0,credit,Income,f,,
9/30/2019,h,t,3770.0,credit,Paycheck,c,,
9/30/2019,x,s,614.0,credit,Paycheck,c,,
9/30/2019,b,a,3630.0,credit,Paycheck,c,,
9/30/2019,w,s,48.0,debit,Fast Food,e,,
9/29/2019,i,h,3765.0,debit,Home Phone,f,,
9/28/2019,m,q,2632.0,debit,Music,d,,
9/28/2019,x,x,2642.0,credit,Credit Card Payment,a,,
9/27/2019,f,r,3419.0,credit,Transfer,b,,
9/26/2019,g,w,3926.0,debit,Credit Card Payment,d,,
9/26/2019,f,x,2092.0,debit,Transfer,e,,
9/26/2019,r,r,3662.0,credit,Transfer,b,,
9/26/2019,i,d,3560.0,debit,Public Transportation,b,,
9/25/2019,b,h,4639.0,credit,Paycheck,b,,
9/25/2019,y,n,918.0,debit,Groceries,a,,
9/24/2019,v,p,3655.0,debit,Auto & Transport,b,,
9/24/2019,o,m,4396.0,debit,Food & Dining,b,,
9/24/2019,t,t,3377.0,debit,Credit Card Payment,b,,
9/23/2019,e,k,355.0,debit,Restaurants,d,,
9/23/2019,q,j,4265.0,credit,Credit Card Payment,b,,
9/21/2019,i,h,3677.0,debit,Hotel,d,,
9/21/2019,l,x,3249.0,debit,Service Fee,c,,
9/20/2019,a,f,2073.0,debit,Clothing,e,,
9/20/2019,t,j,352.0,debit,Credit Card Payment,c,,
9/20/2019,b,b,927.0,debit,Alcohol & Bars,e,,
9/20/2019,f,q,1715.0,debit,Service Fee,d,,
9/19/2019,j,w,1397.0,debit,Alcohol & Bars,b,,
9/19/2019,b,h,3877.0,debit,Service Fee,e,,
9/19/2019,a,t,2914.0,credit,Credit Card Payment,c,,
9/19/2019,f,r,1595.0,credit,Credit Card Payment,b,,
9/18/2019,i,u,2472.0,debit,Shopping,d,,
9/18/2019,i,b,937.0,debit,Service Fee,e,,
9/18/2019,r,b,2068.0,debit,Restaurants,a,,
9/18/2019,x,j,1595.0,debit,Cash & ATM,b,,
9/18/2019,l,s,381.0,debit,Cash & ATM,e,,
9/17/2019,k,a,2757.0,credit,Interest Income,d,,
9/17/2019,h,b,1899.0,debit,Gas & Fuel,b,,
9/17/2019,w,h,2247.0,debit,Service Fee,e,,
9/17/2019,j,e,283.0,debit,Restaurants,d,,
9/17/2019,h,w,2930.0,debit,Restaurants,a,,
9/17/2019,t,h,1971.0,debit,Gift,c,,
9/17/2019,p,k,448.0,debit,Restaurants,d,,
9/16/2019,e,f,1536.0,debit,Gift,d,,
9/16/2019,q,f,26.0,debit,Service Fee,b,,
9/16/2019,w,o,2329.0,credit,Interest Income,e,,
9/16/2019,g,f,2457.0,debit,Credit Card Payment,b,,
9/16/2019,y,x,2661.0,debit,Education,a,,
9/16/2019,b,t,715.0,debit,Vacation,b,,
9/16/2019,y,k,1375.0,debit,Alcohol & Bars,f,,
9/16/2019,y,v,5872.0,debit,Restaurants,d,,
9/13/2019,t,v,2706.0,credit,Paycheck,e,,
9/13/2019,d,e,2012.0,credit,Paycheck,f,,
9/13/2019,b,j,3074.0,credit,Interest Income,a,,
9/13/2019,k,d,1515.0,credit,Income,d,,
9/13/2019,w,w,1997.0,credit,Paycheck,b,,
9/13/2019,d,g,166.0,debit,Movies & DVDs,d,,
9/13/2019,u,n,883.0,credit,Paycheck,e,,
9/12/2019,v,v,1119.0,debit,Fast Food,d,,
9/12/2019,j,i,4097.0,debit,Food & Dining,a,,
9/11/2019,v,c,1891.0,debit,Auto & Transport,b,,
9/11/2019,n,y,426.0,debit,Advertising,d,,
9/11/2019,v,h,3789.0,debit,Cash & ATM,e,,
9/11/2019,s,k,3706.0,debit,Cash & ATM,e,,
9/09/2019,c,h,2155.0,debit,Gas & Fuel,c,,
9/09/2019,u,x,831.0,debit,Mortgage & Rent,d,,
9/09/2019,y,j,780.0,debit,Hide from Budgets & Trends,a,,
9/09/2019,g,y,3735.0,debit,Restaurants,c,,
9/09/2019,h,j,886.0,debit,Groceries,b,,
9/09/2019,h,v,296.0,debit,Restaurants,d,,
9/09/2019,s,i,470.0,debit,Auto Insurance,d,,
9/09/2019,m,y,511.0,debit,Rental Car & Taxi,e,,
9/09/2019,w,o,2149.0,debit,Hotel,c,,
9/08/2019,c,l,2517.0,debit,Restaurants,a,,
9/07/2019,y,l,1008.0,debit,Parking,f,,
9/07/2019,n,p,628.0,debit,Parking,a,,
9/06/2019,y,j,3333.0,debit,Groceries,b,,
9/05/2019,l,a,3098.0,debit,Rental Car & Taxi,b,,
9/05/2019,m,w,118.0,debit,Restaurants,a,,
9/05/2019,q,j,551.0,debit,Auto Payment,f,,
9/04/2019,g,m,2316.0,debit,Electronics & Software,e,,
9/04/2019,k,w,4121.0,debit,Groceries,d,,
9/04/2019,d,j,3406.0,debit,Parking,b,,
9/03/2019,p,a,4542.0,debit,Television,f,,
9/03/2019,u,p,5659.0,debit,Electronics & Software,d,,
9/03/2019,t,r,4368.0,debit,Food & Dining,e,,
9/03/2019,e,g,2188.0,debit,Coffee Shops,d,,
9/02/2019,p,q,523.0,debit,Restaurants,e,,
9/02/2019,x,h,1016.0,debit,Restaurants,f,,
9/02/2019,a,i,3530.0,debit,Gas & Fuel,b,,
9/02/2019,d,x,1085.0,debit,Utilities,c,,
9/02/2019,t,o,2102.0,debit,Restaurants,a,,
9/02/2019,j,n,1593.0,debit,Coffee Shops,f,,
9/01/2019,d,r,2593.0,debit,Restaurants,b,,
9/01/2019,d,y,4237.0,debit,Restaurants,c,,
8/31/2019,k,m,438.0,debit,Rental Car & Taxi,e,,
8/30/2019,j,f,3285.0,debit,Groceries,a,,
8/30/2019,v,d,3389.0,credit,Paycheck,d,,
8/30/2019,s,m,2713.0,credit,Paycheck,b,,
8/30/2019,k,q,3270.0,credit,Paycheck,f,,
8/30/2019,y,e,1927.0,debit,Pharmacy,e,,
8/30/2019,b,v,1872.0,debit,Parking,b,,
8/29/2019,q,e,280.0,debit,Gas & Fuel,e,,
8/29/2019,g,i,638.0,debit,Food & Dining,a,,
8/29/2019,n,m,3701.0,debit,Parking,f,,
8/29/2019,e,q,4055.0,debit,Groceries,f,,
8/29/2019,r,k,2637.0,debit,Shopping,f,,
8/28/2019,r,e,1228.0,credit,Transfer,c,,
8/28/2019,i,e,4554.0,credit,Transfer,e,,
8/28/2019,a,t,2024.0,debit,Music,e,,
8/28/2019,t,u,4079.0,debit,Transfer,c,,
8/27/2019,a,b,3093.0,debit,Gas & Fuel,e,,
8/27/2019,k,n,68.0,debit,Credit Card Payment,e,,
8/26/2019,o,b,4404.0,credit,Credit Card Payment,e,,
8/26/2019,t,i,2461.0,debit,Credit Card Payment,a,,
8/26/2019,p,d,567.0,debit,Financial,e,,
8/26/2019,g,i,2267.0,credit,Income,c,,
8/26/2019,i,f,1450.0,debit,Education,b,,
8/25/2019,p,e,371.0,debit,Restaurants,f,,
8/25/2019,w,q,1881.0,debit,Business Services,b,,
8/24/2019,h,s,742.0,credit,Paycheck,a,,
8/23/2019,d,q,5988.0,debit,Internet,e,,
8/23/2019,v,o,1637.0,credit,Credit Card Payment,b,,
8/23/2019,e,k,1583.0,debit,Air Travel,f,,
8/22/2019,g,f,91.0,debit,Federal Tax,a,,
8/22/2019,d,g,405.0,debit,Groceries,b,,
8/21/2019,g,v,3375.0,credit,Income,d,,
8/21/2019,t,o,4407.0,debit,Food & Dining,d,,
8/21/2019,x,u,94.0,debit,Books,f,,
8/20/2019,b,m,4070.0,debit,Credit Card Payment,d,,
8/20/2019,t,u,1649.0,credit,Income,c,,
8/20/2019,q,k,1965.0,debit,Clothing,a,,
8/19/2019,r,t,14670.0,debit,Hide from Budgets & Trends,c,,
8/19/2019,q,m,1124.0,debit,Rental Car & Taxi,f,,
8/19/2019,x,l,5513.0,credit,Interest Income,a,,
8/19/2019,r,y,780.0,debit,Coffee Shops,c,,
8/19/2019,b,h,2286.0,credit,Credit Card Payment,c,,
8/19/2019,m,g,325.0,credit,Credit Card Payment,d,,
8/18/2019,r,r,344.0,debit,Fast Food,e,,
8/18/2019,l,m,3822.0,debit,Shopping,b,,
8/18/2019,v,e,1557.0,debit,Restaurants,d,,
8/17/2019,e,f,921.0,debit,Movies & DVDs,c,,
8/16/2019,n,h,5242.0,debit,Rental Car & Taxi,a,,
8/16/2019,d,i,1260.0,debit,Shopping,c,,
8/16/2019,n,i,773.0,debit,Shopping,f,,
8/16/2019,p,q,3731.0,credit,Income,b,,
8/16/2019,i,x,2237.0,credit,Interest Income,c,,
8/16/2019,j,g,2482.0,debit,Dentist,e,,
8/15/2019,a,t,83.0,credit,Paycheck,b,,
8/15/2019,v,k,5366.0,credit,Paycheck,c,,
8/15/2019,m,v,684.0,debit,Rental Car & Taxi,b,,
8/15/2019,e,o,3238.0,debit,Rental Car & Taxi,b,,
8/15/2019,a,x,3103.0,credit,Interest Income,f,,
8/15/2019,k,v,4413.0,credit,Paycheck,a,,
8/15/2019,y,i,1366.0,debit,Fast Food,e,,
8/14/2019,q,p,3997.0,debit,Financial,c,,
8/13/2019,a,p,554.0,credit,Paycheck,e,,
8/13/2019,l,v,1371.0,debit,Movies & DVDs,f,,
8/13/2019,o,q,3309.0,debit,Groceries,d,,
8/13/2019,y,j,3533.0,credit,Shopping,b,,
8/12/2019,h,m,1783.0,debit,Restaurants,a,,
8/12/2019,i,v,3507.0,debit,Restaurants,b,,
8/12/2019,v,t,2884.0,debit,Rental Car & Taxi,e,,
8/12/2019,r,m,3333.0,debit,Alcohol & Bars,a,,
8/10/2019,d,w,1893.0,debit,Restaurants,f,,
8/07/2019,p,r,3831.0,debit,Shopping,f,,
8/07/2019,l,q,1313.0,debit,Auto Insurance,d,,
8/06/2019,y,i,3637.0,debit,Fast Food,e,,
8/05/2019,b,s,3968.0,debit,Fast Food,e,,
8/05/2019,x,v,12.0,debit,Fast Food,e,,
8/05/2019,p,o,3046.0,debit,Movies & DVDs,a,,
8/05/2019,j,b,3420.0,debit,Credit Card Payment,e,,
8/05/2019,m,b,112.0,debit,Auto Payment,f,,
8/04/2019,n,j,795.0,debit,Television,e,,
8/04/2019,w,e,2022.0,credit,Credit Card Payment,a,,
8/03/2019,u,v,1188.0,debit,Groceries,d,,
8/03/2019,j,v,767.0,debit,Groceries,b,,
8/02/2019,v,j,3232.0,debit,Mortgage & Rent,c,,
8/02/2019,h,r,793.0,debit,Hide from Budgets & Trends,c,,
8/02/2019,c,w,5540.0,debit,Check,e,,
8/01/2019,o,j,1656.0,debit,Groceries,a,,
8/01/2019,b,u,1681.0,debit,Auto & Transport,e,,
7/31/2019,g,s,2329.0,debit,Gas & Fuel,d,,
7/31/2019,n,h,2984.0,debit,Parking,f,,
7/31/2019,d,b,4035.0,credit,Paycheck,f,,
7/31/2019,s,w,4537.0,credit,Paycheck,a,,
7/31/2019,j,o,1680.0,credit,Paycheck,a,,
7/30/2019,m,e,4185.0,debit,Transfer,b,,
7/30/2019,k,k,1733.0,debit,Food & Dining,e,,
7/30/2019,v,o,2417.0,credit,Transfer,c,,
7/29/2019,j,j,4516.0,debit,Clothing,a,,
7/29/2019,r,r,1525.0,debit,Shopping,f,,
7/29/2019,o,f,3335.0,debit,Music,e,,
7/29/2019,e,u,1687.0,debit,Cash & ATM,d,,
7/28/2019,k,k,2291.0,debit,Business Services,a,,
7/27/2019,v,m,2479.0,debit,Entertainment,c,,
7/27/2019,u,g,1743.0,debit,Groceries,a,,
7/26/2019,j,i,2639.0,debit,Clothing,e,,
7/26/2019,m,e,741.0,debit,Rental Car & Taxi,b,,
7/26/2019,j,w,89.0,debit,Hide from Budgets & Trends,b,,
7/26/2019,u,c,3874.0,credit,Transfer,f,,
7/26/2019,q,f,3567.0,debit,Groceries,f,,
7/25/2019,u,u,586.0,credit,Paycheck,d,,
7/25/2019,i,s,12.0,debit,Restaurants,d,,
7/24/2019,o,v,3990.0,debit,Credit Card Payment,d,,
7/24/2019,h,m,3220.0,debit,Food & Dining,a,,
7/24/2019,w,u,116.0,debit,Gas & Fuel,f,,
7/23/2019,l,u,426.0,credit,Credit Card Payment,d,,
7/22/2019,p,a,3879.0,debit,Fast Food,d,,
7/22/2019,k,i,3487.0,debit,Advertising,d,,
7/22/2019,u,t,663.0,debit,Credit Card Payment,f,,
7/22/2019,y,b,3363.0,debit,Clothing,e,,
7/21/2019,n,y,303.0,debit,Fast Food,a,,
7/20/2019,q,a,2263.0,debit,Pharmacy,e,,
7/19/2019,t,m,1459.0,credit,Credit Card Payment,a,,
7/19/2019,h,o,657.0,credit,Shopping,f,,
7/19/2019,w,w,3116.0,credit,Credit Card Payment,f,,
7/18/2019,w,p,3050.0,credit,Interest Income,a,,
7/18/2019,n,s,1404.0,debit,Gas & Fuel,e,,
7/17/2019,o,u,3173.0,credit,Interest Income,e,,
7/17/2019,i,n,762.0,debit,Parking,b,,
7/17/2019,g,h,3503.0,debit,Shopping,e,,
7/16/2019,d,w,1990.0,credit,Interest Income,c,,
7/16/2019,o,b,224.0,debit,Rental Car & Taxi,a,,
7/16/2019,r,g,659.0,debit,Gas & Fuel,d,,
7/15/2019,q,a,5004.0,debit,Fast Food,c,,
7/15/2019,c,q,5772.0,debit,Auto & Transport,b,,
7/15/2019,u,m,536.0,debit,Rental Car & Taxi,d,,
7/15/2019,o,n,5682.0,debit,Restaurants,b,,
7/15/2019,a,c,2647.0,debit,Fast Food,d,,
7/15/2019,k,i,1122.0,debit,Public Transportation,d,,
7/15/2019,u,i,4780.0,debit,Groceries,d,,
7/15/2019,u,r,1764.0,debit,Restaurants,b,,
7/15/2019,f,w,52.0,credit,Paycheck,f,,
7/15/2019,u,w,3804.0,debit,Food & Dining,f,,
7/15/2019,h,x,94.0,debit,Rental Car & Taxi,f,,
7/15/2019,v,d,615.0,debit,Rental Car & Taxi,b,,
7/15/2019,u,k,382.0,debit,Rental Car & Taxi,b,,
7/15/2019,u,r,4867.0,debit,Rental Car & Taxi,e,,
7/15/2019,o,t,902.0,credit,Paycheck,b,,
7/15/2019,y,a,2549.0,credit,Paycheck,a,,
7/15/2019,e,w,3758.0,debit,Hide from Budgets & Trends,d,,
7/15/2019,y,t,2700.0,credit,Paycheck,c,,
7/14/2019,d,o,3666.0,debit,Pharmacy,d,,
7/14/2019,l,t,1012.0,debit,Restaurants,f,,
7/13/2019,v,t,572.0,debit,Movies & DVDs,e,,
7/13/2019,k,n,4891.0,credit,Paycheck,f,,
7/12/2019,u,t,3826.0,debit,Gas & Fuel,a,,
7/12/2019,p,e,1032.0,debit,Groceries,c,,
7/12/2019,k,w,1606.0,debit,Parking,e,,
7/10/2019,p,n,1467.0,debit,Shopping,a,,
7/09/2019,m,v,3778.0,debit,Restaurants,c,,
7/08/2019,t,g,669.0,debit,Gas & Fuel,f,,
7/08/2019,d,o,574.0,debit,Groceries,e,,
7/07/2019,o,f,991.0,debit,Shopping,e,,
7/05/2019,u,x,5649.0,debit,Auto Payment,e,,
7/05/2019,w,w,428.0,debit,Hide from Budgets & Trends,b,,
7/05/2019,t,c,2850.0,debit,Movies & DVDs,b,,
7/05/2019,b,k,713.0,debit,Credit Card Payment,b,,
7/04/2019,u,y,4417.0,credit,Credit Card Payment,b,,
7/03/2019,r,u,68.0,debit,Gas & Fuel,b,,
7/03/2019,d,b,2145.0,debit,Television,b,,
7/03/2019,a,r,3559.0,debit,Business Services,c,,
7/02/2019,y,f,1872.0,debit,Mortgage & Rent,b,,
7/02/2019,p,i,3905.0,debit,Hide from Budgets & Trends,e,,
7/02/2019,o,a,817.0,debit,Auto & Transport,a,,
7/01/2019,m,t,2632.0,debit,Groceries,c,,
7/01/2019,v,m,3899.0,debit,Groceries,e,,
7/01/2019,l,a,4476.0,debit,Transfer,d,,
6/30/2019,c,y,3498.0,debit,Parking,f,,
6/30/2019,b,r,2416.0,debit,Shopping,a,,
6/30/2019,f,c,4467.0,debit,Gas & Fuel,c,,
6/30/2019,h,c,2216.0,debit,Shopping,c,,
6/28/2019,u,t,3787.0,credit,Paycheck,f,,
6/28/2019,k,k,698.0,debit,Music,f,,
6/28/2019,i,s,2218.0,credit,Paycheck,d,,
6/28/2019,v,d,418.0,credit,Paycheck,e,,
6/28/2019,x,x,1115.0,debit,Rental Car & Taxi,d,,
6/27/2019,c,h,5036.0,debit,Buy,d,,
6/27/2019,x,v,5195.0,debit,Groceries,d,,
6/26/2019,m,v,2572.0,debit,Auto & Transport,a,,
6/26/2019,s,g,2430.0,debit,Parking,b,,
6/26/2019,x,q,1078.0,credit,Transfer,f,,
6/26/2019,s,r,2398.0,debit,Financial,f,,
6/26/2019,n,q,7466.0,credit,Transfer,f,,
6/26/2019,f,i,4396.0,debit,Transfer,f,,
6/26/2019,p,d,2529.0,debit,Pharmacy,a,,
6/26/2019,i,u,5506.0,debit,Transfer,e,,
6/25/2019,u,l,2973.0,credit,Transfer,a,,
6/25/2019,l,x,4226.0,credit,Paycheck,c,,
6/24/2019,h,m,721.0,debit,Credit Card Payment,e,,
6/24/2019,l,c,3297.0,debit,Parking,f,,
6/24/2019,b,k,3582.0,debit,Parking,c,,
6/24/2019,u,m,2840.0,debit,Food & Dining,e,,
6/23/2019,b,r,814.0,debit,Rental Car & Taxi,e,,
6/23/2019,b,j,259.0,credit,Credit Card Payment,e,,
6/22/2019,l,h,2056.0,debit,Rental Car & Taxi,b,,
6/22/2019,e,y,454.0,debit,Gas & Fuel,a,,
6/22/2019,g,o,587.0,debit,Food & Dining,f,,
6/21/2019,q,m,3412.0,debit,Books,b,,
6/20/2019,t,j,1466.0,debit,Credit Card Payment,e,,
6/20/2019,p,r,736.0,debit,Clothing,a,,
6/19/2019,h,e,1268.0,credit,Credit Card Payment,f,,
6/17/2019,v,m,348.0,debit,Parking,d,,
6/17/2019,x,q,395.0,debit,Gas & Fuel,c,,
6/17/2019,h,p,45.0,credit,Interest Income,b,,
6/16/2019,m,a,3638.0,debit,Restaurants,a,,
6/14/2019,g,n,2198.0,debit,Parking,d,,
6/14/2019,k,k,332.0,credit,Paycheck,c,,
6/14/2019,b,d,1496.0,credit,Paycheck,e,,
6/14/2019,x,k,751.0,debit,Credit Card Payment,b,,
6/14/2019,y,j,506.0,credit,Paycheck,e,,
6/14/2019,s,k,3749.0,credit,Interest Income,b,,
6/14/2019,i,k,116.0,debit,Shopping,b,,
6/13/2019,s,o,3904.0,debit,Movies & DVDs,d,,
6/13/2019,a,j,418.0,credit,Credit Card Payment,e,,
6/13/2019,h,v,1655.0,credit,Interest Income,c,,
6/13/2019,g,k,1243.0,debit,Shopping,b,,
6/12/2019,a,o,2394.0,debit,Food & Dining,b,,
6/12/2019,j,q,4740.0,debit,Rental Car & Taxi,c,,
6/12/2019,q,p,3494.0,debit,Rental Car & Taxi,d,,
6/11/2019,o,q,3881.0,debit,Auto & Transport,d,,
6/10/2019,w,v,3103.0,debit,Check,f,,
6/10/2019,d,x,3829.0,debit,Hide from Budgets & Trends,f,,
6/10/2019,o,r,3790.0,debit,Parking,e,,
6/10/2019,r,k,918.0,debit,Arts,a,,
6/10/2019,i,m,5204.0,credit,Income,c,,
6/10/2019,u,m,3257.0,debit,Parking,a,,
6/09/2019,m,b,1691.0,debit,Shopping,a,,
6/09/2019,o,h,3268.0,debit,Rental Car & Taxi,d,,
6/09/2019,c,u,1809.0,debit,Clothing,d,,
6/09/2019,w,t,398.0,debit,Rental Car & Taxi,a,,
6/09/2019,h,c,3277.0,debit,Gas & Fuel,b,,
6/09/2019,s,b,100.0,debit,Rental Car & Taxi,f,,
6/07/2019,c,l,3576.0,debit,Rental Car & Taxi,a,,
6/07/2019,e,x,1036.0,debit,Auto Insurance,d,,
6/07/2019,i,e,2653.0,debit,Hide from Budgets & Trends,f,,
6/07/2019,p,n,1441.0,debit,Home Phone,f,,
6/06/2019,h,o,3350.0,debit,Gas & Fuel,e,,
6/06/2019,a,u,843.0,debit,Auto & Transport,c,,
6/05/2019,i,y,2774.0,debit,Auto Payment,c,,
6/05/2019,t,f,381.0,debit,Hide from Budgets & Trends,b,,
6/05/2019,h,x,1578.0,debit,Parking,c,,
6/05/2019,i,j,270.0,debit,Credit Card Payment,d,,
6/05/2019,y,v,946.0,debit,Television,c,,
6/04/2019,x,k,1883.0,credit,Credit Card Payment,f,,
6/03/2019,k,v,5715.0,debit,Restaurants,c,,
6/03/2019,f,l,3458.0,debit,Shopping,e,,
6/03/2019,w,c,3553.0,debit,Parking,f,,
6/03/2019,l,r,577.0,debit,Restaurants,e,,
6/03/2019,u,p,2851.0,debit,Coffee Shops,e,,
6/03/2019,y,s,3751.0,debit,Television,c,,
6/03/2019,n,j,719.0,debit,Restaurants,c,,
6/03/2019,k,v,331.0,debit,Restaurants,f,,
6/03/2019,x,e,2062.0,debit,Shopping,f,,
6/02/2019,y,w,5614.0,debit,Entertainment,b,,
6/02/2019,o,a,55.0,debit,Auto & Transport,d,,
6/02/2019,g,x,507.0,debit,Alcohol & Bars,e,,
6/02/2019,d,y,620.0,credit,Shopping,b,,
6/02/2019,k,e,500.0,debit,Restaurants,d,,
6/01/2019,u,g,4145.0,debit,Coffee Shops,e,,
6/01/2019,h,a,1008.0,debit,Rental Car & Taxi,b,,
6/01/2019,n,l,5801.0,debit,Alcohol & Bars,e,,
5/31/2019,t,i,6018.0,credit,Paycheck,e,,
5/31/2019,d,i,2316.0,credit,Paycheck,c,,
5/31/2019,i,r,180.0,credit,Paycheck,e,,
5/30/2019,b,f,3333.0,debit,Shopping,f,,
5/29/2019,i,k,3379.0,debit,Rental Car & Taxi,a,,
5/29/2019,j,t,2131.0,debit,Parking,e,,
5/29/2019,n,n,1862.0,debit,Fast Food,e,,
5/28/2019,q,n,1541.0,debit,Restaurants,d,,
5/28/2019,v,v,434.0,debit,Music,f,,
5/28/2019,d,k,2694.0,debit,Transfer,c,,
5/28/2019,q,j,2398.0,debit,Financial,f,,
5/28/2019,i,u,380.0,debit,Clothing,b,,
5/28/2019,t,h,3334.0,debit,Coffee Shops,b,,
5/28/2019,e,s,5020.0,debit,Service Fee,e,,
5/28/2019,o,o,5684.0,credit,Transfer,e,,
5/28/2019,h,o,5072.0,debit,Parking,a,,
5/27/2019,y,t,437.0,debit,Pharmacy,d,,
5/27/2019,e,a,5068.0,debit,Utilities,c,,
5/27/2019,m,r,3409.0,debit,Groceries,f,,
5/27/2019,n,t,1995.0,debit,Gas & Fuel,f,,
5/26/2019,u,l,177.0,debit,Clothing,e,,
5/26/2019,r,m,2652.0,debit,Clothing,e,,
5/26/2019,g,q,582.0,debit,Clothing,a,,
5/26/2019,h,o,5166.0,debit,Clothing,d,,
5/26/2019,w,s,2789.0,debit,Clothing,f,,
5/26/2019,t,v,342.0,debit,Movies & DVDs,c,,
5/25/2019,n,e,3325.0,debit,Gas & Fuel,c,,
5/25/2019,y,q,4045.0,debit,Restaurants,b,,
5/25/2019,o,l,3075.0,credit,Paycheck,a,,
5/24/2019,p,v,158.0,debit,Credit Card Payment,f,,
5/24/2019,d,t,2105.0,debit,Groceries,b,,
5/24/2019,k,q,3617.0,debit,Restaurants,d,,
5/24/2019,n,m,1040.0,debit,Shopping,b,,
5/23/2019,q,y,2673.0,debit,Hair,a,,
5/23/2019,t,v,2164.0,credit,Credit Card Payment,b,,
5/22/2019,d,p,736.0,debit,Mortgage & Rent,d,,
5/22/2019,m,n,3866.0,debit,Hide from Budgets & Trends,a,,
5/22/2019,t,l,2955.0,debit,Mortgage & Rent,c,,
5/22/2019,u,c,2905.0,debit,Hide from Budgets & Trends,a,,
5/22/2019,u,o,819.0,debit,Shopping,b,,
5/21/2019,j,e,474.0,debit,Rental Car & Taxi,b,,
5/21/2019,x,y,426.0,debit,Shopping,c,,
