DATE,DESCRIPTION,ORIGINAL_DESCRIPTION,AMOUNT,TRANSACTION_TYPE,CATEGORY,ACCOUNT_NAME,LABELS,NOTES
7/4/2015,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',12.06,credit,Restaurants,Juan Griffin,,
3/15/2015,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',8.82,debit,Clothing,Brian Cook,,
10/11/2018,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',8.62,credit,Transfer,Karen Burke,,
12/27/2016,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',35.05,debit,Rental Car & Taxi,Joyce Cohen,,
6/26/2017,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',18.45,credit,Coffee Shops,Alvin Smith,,
9/9/2016,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',45.91,credit,Coffee Shops,Brandon Taylor,,
7/21/2018,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',44.89,debit,Transfer,Leah Casey,,
12/29/2018,'Macy's','Online Banking transfer from SAV 6666 Confirmation# 14152121894',25.29,debit,Parking,Dawn Hampton,,
6/24/2017,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',10.37,credit,Clothing,Desiree Foster,,
12/18/2018,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',24.47,debit,Clothing,John Moore,,
11/4/2015,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',30.97,debit,Restaurants,Kyle Meyer,,
1/10/2017,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',41.88,debit,Transfer,Cory James,,
8/8/2016,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',39.57,debit,Restaurants,Christina Shaw,,
3/22/2017,'Zipcar','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',31.3,credit,Clothing,Maria Ford,,
9/13/2015,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',2.98,credit,Transfer,Jane Good,,
10/19/2018,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',29.3,credit,Transfer,Stephanie Soto,,
9/30/2017,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',19.25,credit,Rental Car & Taxi,Cody Ruiz,,
9/1/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',37.36,credit,Clothing,Jason Pitts,,
4/8/2018,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',46.56,credit,Coffee Shops,Amanda Lee,,
6/2/2016,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',29.76,credit,Parking,Michael Mccarthy,,
8/27/2017,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',4.18,debit,Rental Car & Taxi,Denise Harper,,
5/9/2017,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',43.34,debit,Parking,Sara Moore,,
12/7/2017,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',20.42,credit,Clothing,Michael Williams,,
1/10/2018,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',15.81,debit,Parking,William Schmidt,,
8/5/2016,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',16.06,credit,Transfer,Scott Heath,,
3/18/2016,'Mbcr Cmt Rl','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',31.64,credit,Restaurants,Julie Ramirez,,
9/15/2015,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',22.41,debit,Restaurants,Cody Berry,,
8/22/2015,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',37.3,debit,Clothing,Lauren Crawford,,
2/29/2017,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',5.24,credit,Rental Car & Taxi,Jade Murphy,,
6/15/2018,'Mbcr Cmt Rl','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',16.96,debit,Transfer,Kathryn Berg,,
11/23/2015,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',41.32,credit,Clothing,Brian Elliott,,
8/4/2015,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',4.17,debit,Clothing,Julie Gonzalez,,
9/1/2017,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',46.14,debit,Transfer,David Hutchinson,,
7/1/2016,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',40.57,credit,Coffee Shops,William Price,,
12/13/2017,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',2.8,debit,Coffee Shops,Miguel Anderson,,
2/2/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',19.43,debit,Coffee Shops,Jackson Lee,,
3/17/2016,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',16.79,debit,Parking,Valerie Warner,,
8/4/2018,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',22.96,credit,Rental Car & Taxi,Robyn Alexander,,
6/30/2016,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',32.38,debit,Rental Car & Taxi,Jenna Foster,,
6/27/2018,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',46.01,credit,Transfer,Cory King,,
3/29/2016,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.87,debit,Transfer,James Romero,,
5/22/2017,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',35.61,credit,Rental Car & Taxi,Michele Townsend,,
8/17/2015,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',44.77,debit,Parking,Joel Stafford MD,,
11/11/2015,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',46.83,debit,Parking,Thomas Briggs,,
5/26/2018,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',3.46,debit,Clothing,Samuel Haney,,
6/14/2018,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',41.52,credit,Rental Car & Taxi,Mrs. Nancy Russell DVM,,
8/1/2016,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',21.28,debit,Parking,Dustin Clark,,
5/14/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',40.11,debit,Parking,Sara Webb,,
7/29/2015,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',46.19,credit,Coffee Shops,Carlos Green,,
7/8/2018,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',17.79,credit,Restaurants,Michele Spence,,
12/9/2015,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',41.82,debit,Rental Car & Taxi,Casey Sosa,,
6/13/2018,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',6.06,credit,Clothing,Kelli Thomas,,
10/10/2016,'Dunkin Donuts','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',15.26,debit,Coffee Shops,Blake Schwartz,,
11/17/2016,'Mbcr Cmt Rl','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',11.0,credit,Parking,Diane Parker,,
2/28/2017,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',42.33,debit,Rental Car & Taxi,Roberto Townsend,,
9/17/2015,'Transfer from Regular Savings','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',34.16,debit,Restaurants,Robert Ayala,,
2/24/2016,'Mbcr Cmt Rl','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',19.59,credit,Rental Car & Taxi,Michelle Nelson,,
6/12/2016,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',43.82,credit,Parking,Jesse Acosta,,
6/13/2017,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',14.26,credit,Restaurants,Joseph Allen,,
9/29/2016,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',43.14,credit,Clothing,William Good,,
10/18/2018,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',47.88,debit,Parking,Alice Scott,,
4/13/2018,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',36.84,credit,Transfer,Betty Torres,,
10/15/2018,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',19.96,credit,Rental Car & Taxi,John Thomas,,
9/17/2015,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',44.58,credit,Transfer,Jeffrey Velasquez,,
2/9/2017,'Transfer from Regular Savings','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',9.05,credit,Restaurants,Ronald Vega,,
10/11/2017,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',32.5,credit,Transfer,Dennis Campbell,,
6/2/2015,'Transfer from Regular Savings','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',38.67,credit,Restaurants,Crystal Jackson,,
5/5/2017,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',6.96,credit,Coffee Shops,Jill Palmer,,
10/30/2015,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',45.82,debit,Clothing,Stephen Wolfe,,
4/23/2015,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',37.8,debit,Coffee Shops,Zachary Maldonado,,
4/1/2017,'Indian Basket','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',33.79,debit,Restaurants,Tracy Dixon,,
11/5/2018,'Mbcr Cmt Rl','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',27.0,debit,Coffee Shops,Brandon Hodge,,
6/19/2016,'Zipcar','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',25.26,credit,Parking,Paige Clay,,
5/21/2015,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',22.08,credit,Rental Car & Taxi,Amanda Hamilton,,
5/10/2016,'Macy's','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',34.69,debit,Parking,Cassandra Wilson,,
10/13/2018,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',3.91,credit,Restaurants,Traci Silva,,
8/6/2018,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',26.52,credit,Transfer,Stephanie Barton,,
12/3/2017,'Zipcar','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',15.74,debit,Clothing,Dawn Bentley,,
7/1/2016,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',4.4,debit,Restaurants,James Rivas,,
10/30/2015,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',8.59,debit,Rental Car & Taxi,Tonya Douglas,,
6/15/2017,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',30.61,debit,Rental Car & Taxi,Mark Moore,,
1/29/2018,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',17.64,credit,Transfer,Patricia Allen,,
1/2/2018,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',37.08,credit,Coffee Shops,Tiffany Wolfe,,
5/4/2018,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',32.39,debit,Transfer,Rebecca Vaughan,,
6/18/2015,'Dunkin Donuts','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',11.75,credit,Coffee Shops,Anthony Anderson,,
5/5/2018,'Dunkin Donuts','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',40.21,debit,Clothing,Tamara Thornton,,
8/21/2017,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',23.62,credit,Transfer,Samantha Fletcher,,
1/23/2018,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',40.83,credit,Coffee Shops,Dr. Donald Rogers,,
5/10/2017,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',4.32,debit,Transfer,Aaron Patterson,,
1/25/2017,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',28.93,debit,Rental Car & Taxi,Nicole Eaton,,
3/21/2016,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.2,debit,Restaurants,Donald Smith,,
6/12/2016,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',12.76,debit,Transfer,Clinton Holmes,,
10/30/2015,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',16.37,credit,Transfer,Michaela Cooke,,
4/3/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',15.55,credit,Transfer,Earl Porter,,
7/28/2018,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',15.45,credit,Parking,Suzanne Henderson,,
10/13/2015,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',27.96,credit,Rental Car & Taxi,Janet Ramsey,,
8/24/2018,'Zipcar','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',12.93,debit,Parking,Roger Bryan,,
4/6/2018,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',5.87,credit,Rental Car & Taxi,Jessica Walters,,
3/15/2018,'Macy's','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',26.63,credit,Restaurants,Dennis Baker,,
10/15/2017,'Mbcr Cmt Rl','Online Banking transfer from SAV 6666 Confirmation# 14152121894',25.97,credit,Rental Car & Taxi,Tammy Adams,,
6/21/2018,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',10.26,credit,Coffee Shops,Christina Howell,,
12/23/2016,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',30.67,credit,Parking,Aaron Curtis,,
5/22/2015,'Zipcar','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',42.09,credit,Parking,Charles Lane,,
6/7/2015,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',24.89,debit,Parking,Michael Goodwin,,
12/27/2015,'Mbcr Cmt Rl','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',13.51,credit,Transfer,Erin Thompson,,
5/26/2015,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',14.66,debit,Transfer,Vanessa Odom,,
4/17/2016,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',12.97,debit,Transfer,Diana Kim,,
1/7/2016,'Mbcr Cmt Rl','Online Banking transfer from SAV 6666 Confirmation# 14152121894',34.86,credit,Transfer,Monica Lewis,,
6/6/2017,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',47.76,debit,Coffee Shops,Martha Cunningham PhD,,
3/11/2018,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',44.35,credit,Rental Car & Taxi,Paula Ross,,
6/7/2015,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',47.18,debit,Transfer,Javier Rogers,,
5/25/2015,'Transfer from Regular Savings','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',33.68,debit,Coffee Shops,Charles Chambers,,
5/20/2015,'Dunkin Donuts','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',34.96,debit,Rental Car & Taxi,Marie Stevens,,
7/17/2018,'Macy's','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',7.96,credit,Rental Car & Taxi,Mr. Jonathan Martinez MD,,
12/11/2015,'Zipcar','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',28.89,credit,Parking,Lynn King,,
1/17/2015,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',43.73,credit,Rental Car & Taxi,Nathan Stewart,,
7/23/2015,'Mbcr Cmt Rl','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',40.87,debit,Restaurants,William Figueroa,,
4/15/2017,'Suppas Pizza Subs','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',33.93,debit,Rental Car & Taxi,Karen Thompson,,
3/13/2018,'Macy's','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',47.72,credit,Parking,Maria Parks,,
8/25/2017,'Suppas Pizza Subs','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',40.02,debit,Clothing,Monica Clayton DVM,,
11/4/2018,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',14.28,credit,Transfer,Jennifer Douglas,,
8/25/2017,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',15.1,debit,Clothing,Morgan Larson,,
12/2/2015,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',27.23,credit,Transfer,Nathan Thomas,,
10/19/2016,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',13.29,credit,Rental Car & Taxi,Barry Marshall,,
11/9/2016,'Suppas Pizza Subs','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',46.73,debit,Parking,Leah Rodgers,,
12/18/2016,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',7.97,credit,Clothing,Seth Calderon,,
4/1/2017,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',29.17,credit,Restaurants,Matthew Gross,,
8/9/2017,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',44.9,debit,Transfer,Kristen Castro,,
8/3/2017,'Suppas Pizza Subs','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',34.12,debit,Rental Car & Taxi,Brandon Foley,,
2/11/2017,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',12.24,debit,Coffee Shops,Erica Andrews,,
5/12/2015,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',6.23,debit,Clothing,Karen Murphy,,
4/4/2018,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',16.18,credit,Parking,Linda Duncan,,
5/27/2017,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',5.59,debit,Parking,Aaron Sherman,,
8/27/2016,'Dunkin Donuts','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.54,credit,Coffee Shops,Henry Harrington,,
7/16/2016,'Mbcr Cmt Rl','Online Banking transfer from SAV 6666 Confirmation# 14152121894',14.22,credit,Coffee Shops,Austin Roberts,,
7/20/2018,'Suppas Pizza Subs','Online Banking transfer from SAV 6666 Confirmation# 14152121894',35.68,credit,Clothing,Victoria Jones,,
11/19/2015,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',46.24,debit,Rental Car & Taxi,Monica Hernandez,,
5/25/2017,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',11.14,credit,Clothing,Brenda Cline,,
6/22/2018,'Suppas Pizza Subs','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',13.28,debit,Clothing,Michelle Delacruz,,
7/16/2018,'Indian Basket','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',37.2,debit,Rental Car & Taxi,Jose Davis,,
3/5/2017,'Dunkin Donuts','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',27.68,credit,Restaurants,Tonya Gay,,
1/14/2015,'Zipcar','MACY'S 310 05/25 #000809807 PURCHASE MACY'S 310 DAN NASHUA NH',29.82,credit,Parking,Michael Jones,,
7/28/2016,'Indian Basket','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',31.97,debit,Restaurants,Lindsey Shaw,,
3/21/2018,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',13.29,credit,Coffee Shops,Tammie Walker,,
12/7/2018,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',31.03,credit,Coffee Shops,Jennifer Patel,,
4/14/2016,'Zipcar','Online Banking transfer from SAV 6666 Confirmation# 14152121894',28.76,debit,Coffee Shops,Dylan Thomas,,
2/20/2017,'Indian Basket','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',18.51,credit,Transfer,Traci Reeves,,
10/14/2017,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',31.78,credit,Clothing,Jamie Edwards,,
3/7/2015,'Dunkin Donuts','Online Banking transfer from SAV 6666 Confirmation# 14152121894',42.54,debit,Coffee Shops,Dylan Whitney,,
1/8/2016,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',45.72,debit,Parking,Dana Powell,,
4/26/2017,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',34.99,credit,Restaurants,Mrs. Jessica Brown MD,,
11/16/2018,'Transfer from Regular Savings','Online Banking transfer from SAV 6666 Confirmation# 14152121894',31.28,credit,Restaurants,Christopher Riley,,
8/16/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',20.74,debit,Rental Car & Taxi,Kelly Miller,,
12/5/2016,'Indian Basket','Online Banking transfer from SAV 6666 Confirmation# 14152121894',15.1,debit,Transfer,Angela Cannon,,
11/10/2017,'Dunkin Donuts','CHECKCARD 0523 DUNKIN #306848 Q35 MEDFORD MA 24610434144072022257587',34.83,debit,Rental Car & Taxi,Stacey Smith,,
11/20/2016,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.62,credit,Restaurants,Miss Kristin Thompson,,
5/23/2015,'Transfer from Regular Savings','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',20.88,debit,Rental Car & Taxi,Mark Wagner,,
1/26/2018,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',47.67,credit,Restaurants,Kevin Hernandez,,
11/19/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',11.43,debit,Restaurants,Don Tucker V,,
1/17/2017,'Transfer from Regular Savings','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',4.52,debit,Clothing,Charles Murphy,,
1/6/2016,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',7.9,credit,Rental Car & Taxi,Teresa Riley,,
4/3/2017,'Transfer from Regular Savings','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',12.37,credit,Coffee Shops,Sandra Nelson,,
8/6/2015,'Indian Basket','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',6.73,debit,Coffee Shops,Dr. Clayton Reyes PhD,,
5/15/2017,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',9.23,credit,Parking,Dean Welch,,
9/17/2015,'Indian Basket','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',13.58,credit,Restaurants,Kevin Martinez,,
11/3/2017,'Suppas Pizza Subs','CHECKCARD 0525 INDIAN BASKET LOWELL MA 24733094145207718200078',38.05,debit,Transfer,Wendy King,,
12/14/2018,'Macy's','CHECKCARD 0524 SUPPAS PIZZA & SUBS LOWELL MA 24013394144001716597429',22.1,credit,Coffee Shops,Todd Anderson,,
1/26/2018,'Suppas Pizza Subs','CHECKCARD 0524 ZIPCAR INC. 866-494-7227 MA 24231914324078',8.24,debit,Parking,Joe Green,,
2/15/2018,'Zipcar','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',17.05,credit,Rental Car & Taxi,Hector Graves,,
1/30/2018,'Macy's','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',39.03,debit,Coffee Shops,Veronica Jones,,
6/15/2015,'Indian Basket','CHECKCARD 0523 MBCR CMT RL TKT 617-222-3200 MA 24445004144100207926270',9.05,debit,Coffee Shops,Raymond Scott,,
10/9/2016,'Mbcr Cmt Rl','CHECKCARD 0522 MBCR CMT RL TKT 617-222-3200 MA 24445004143100118611830',45.41,credit,Clothing,Trevor Doyle,,
